imdb_id,title,topic,hit_score,umap_x,umap_y,cluster,keywords
tt0439100,Weeds,0,43.80851762945574,16.06755,8.588992,3,"family, school, love, job, young"
tt0805663,Jericho,2,42.503097188991696,12.175236,11.451722,1,"love, mafia, spy, criminal, young"
tt0840196,Skins,0,49.29733024762911,15.191172,7.4129524,3,"family, school, love, job, young"
tt0804503,Mad Men,-1,54.11739270251413,14.980588,9.601766,-1,
tt0904208,Californication,0,50.8473567484582,15.634787,7.881742,3,"family, school, love, job, young"
tt0976014,Greek,0,47.62413496149726,15.498021,7.194909,3,"family, school, love, job, young"
tt0397442,Gossip Girl,4,48.08031409409819,15.819352,9.861164,1,"murder, secrets, young, town, accused"
tt0903747,Breaking Bad,8,66.69160663707882,15.055344,10.164774,1,"family, relu, underworld, mafia, boss"
tt0944947,Game of Thrones,-1,55.14826817331841,11.210112,8.988005,-1,
tt1699748,Hell on Wheels,-1,48.5741436508717,13.181321,12.397244,-1,
tt1520211,The Walking Dead,1,45.23491147249551,10.022937,8.729465,2,"time, mysterious, human, secret, discover"
tt2364582,Marvel's Agents of S.H.I.E.L.D.,-1,50.87886363180345,10.446208,8.853081,-1,
tt0934814,Chuck,2,55.66999941621516,12.359749,11.270204,1,"love, mafia, spy, criminal, young"
tt0773262,Dexter,3,59.54078894887878,15.61674,11.833249,1,"police, cases, detective, serial, dexter"
tt1796960,Homeland,5,47.69767812355409,13.22255,10.031834,0,"war, political, world war, agent, war ii"
tt1124373,Sons of Anarchy,-1,56.11325767663408,11.969412,10.868261,-1,
tt1839578,Person of Interest,2,57.168165476251744,12.527079,11.27715,1,"love, mafia, spy, criminal, young"
tt2193021,Arrow,2,43.37010679275933,12.439501,11.322431,1,"love, mafia, spy, criminal, young"
tt1844624,American Horror Story,-1,41.13612607124952,11.612764,8.510739,-1,
tt2191671,Elementary,3,46.21270914807841,15.248642,11.378054,1,"police, cases, detective, serial, dexter"
tt1327801,Glee,0,42.988042353802605,15.431754,6.848444,3,"family, school, love, job, young"
tt1219024,Castle,-1,52.100088377603306,15.132753,11.270342,-1,
tt2249007,Ray Donovan,-1,45.91867766049948,15.109746,9.73785,-1,
tt2372162,Orange Is the New Black,0,44.54775159801663,15.774024,8.834452,3,"family, school, love, job, young"
tt1856010,House of Cards,5,44.301409342545625,13.7618885,10.062484,0,"war, political, world war, agent, war ii"
tt2249364,Broadchurch,4,50.98945813236936,15.896937,10.524813,1,"murder, secrets, young, town, accused"
tt1442462,The Good Wife,-1,46.12571937061835,15.073147,9.458008,-1,
tt1489428,Justified,-1,56.212875615920346,15.32077,11.173969,-1,
tt0491738,Psych,4,56.07997454347764,15.489354,10.892621,1,"murder, secrets, young, town, accused"
tt0458253,The Closer,3,42.301834010679926,15.335977,11.924617,1,"police, cases, detective, serial, dexter"
tt0979432,Boardwalk Empire,7,58.93016480474531,14.539657,10.7465,1,"drug, crime, mob, based, look"
tt0460681,Supernatural,11,56.096172166114464,11.19189,8.448598,2,"vampire, reality, michael, supernatural, creatures"
tt0813715,Heroes,1,42.98648149525303,10.357155,8.188227,2,"time, mysterious, human, secret, discover"
tt0485842,Studio 60 on the Sunset Strip,9,42.90104868013862,15.428934,8.1602545,3,"doctor, hospital, medicine, staff, medical"
tt1119644,Fringe,-1,55.35932480249425,10.472952,8.338752,-1,
tt0384766,Rome,-1,59.35155776299468,11.9579115,10.140281,-1,
tt0460627,Bones,-1,46.90765154254971,15.490102,11.687732,-1,
tt0491603,H2O: Just Add Water,1,43.2534967877058,10.625917,8.697908,2,"time, mysterious, human, secret, discover"
tt0455275,Prison Break,2,56.28946096166156,12.250506,10.645635,1,"love, mafia, spy, criminal, young"
tt0874608,Lewis,3,42.84041064992029,15.471341,11.667657,1,"police, cases, detective, serial, dexter"
tt0442632,Bleak House,-1,42.85135536818023,16.407087,10.482275,-1,
tt0810788,Burn Notice,2,50.9315016545701,12.340348,10.9532995,1,"love, mafia, spy, criminal, young"
tt0758790,The Tudors,10,42.475728736676096,12.5694895,8.845988,0,"century, süleyman, king, epic, war"
tt0478942,Life on Mars,1,49.70128045317191,9.962768,8.076873,2,"time, mysterious, human, secret, discover"
tt1772685,Coffee Prince,0,40.31885644672482,16.234854,7.577197,3,"family, school, love, job, young"
tt0908454,Gavin & Stacey,0,47.29244770719821,15.6966505,7.525438,3,"family, school, love, job, young"
tt0874936,Life,3,47.68267395886297,15.598579,11.5330715,1,"police, cases, detective, serial, dexter"
tt0452046,Criminal Minds,3,44.8520479683607,14.793885,11.868235,1,"police, cases, detective, serial, dexter"
tt0758745,Friday Night Lights,-1,53.82476154111604,15.683036,10.387751,-1,
tt0421030,Big Love,0,43.23701620353192,15.3716345,8.657196,3,"family, school, love, job, young"
tt0796264,Eureka,1,47.339542669975415,10.16641,7.878372,2,"time, mysterious, human, secret, discover"
tt0805669,Ugly Betty,0,43.91070847271756,16.786362,7.882025,3,"family, school, love, job, young"
tt0978061,Jumong,10,41.246355452789366,12.426206,9.348233,0,"century, süleyman, king, epic, war"
tt1024810,The Boarding School,7,40.73104547871534,13.624073,10.553779,1,"drug, crime, mob, based, look"
tt0914387,Damages,-1,41.32862418003622,15.5619,11.2638,-1,
tt0955322,Reaper,1,44.65703123989209,10.966879,7.8325834,2,"time, mysterious, human, secret, discover"
tt0925266,Pushing Daisies,11,51.312670651526304,10.608121,7.9563766,2,"vampire, reality, michael, supernatural, creatures"
tt0955346,Moonlight,-1,42.536496195363625,15.976421,11.618354,-1,
tt1227926,Dr. Horrible's Sing-Along Blog,1,52.57240687320138,10.51822,8.592384,2,"time, mysterious, human, secret, discover"
tt1059475,Flashpoint,-1,41.51819791646397,12.523949,10.536216,-1,
tt1196946,The Mentalist,3,54.89372071727976,15.72401,11.373631,1,"police, cases, detective, serial, dexter"
tt1349938,Being Human,11,43.17089661046632,11.183282,8.335,2,"vampire, reality, michael, supernatural, creatures"
tt1199099,Merlin,1,47.37757908038513,10.93899,8.59355,2,"time, mysterious, human, secret, discover"
tt1103987,Leverage,2,48.31731454272472,12.240437,11.222963,1,"love, mafia, spy, criminal, young"
tt1285482,Dead Set,-1,40.36094049056671,10.336944,8.440741,-1,
tt1235099,Lie to Me,3,50.05138600132744,15.7207575,11.253811,1,"police, cases, detective, serial, dexter"
tt0866442,Eastbound & Down,0,51.49634356822808,15.750549,6.84749,3,"family, school, love, job, young"
tt0844441,True Blood,11,49.59448185358324,11.092952,8.1608515,2,"vampire, reality, michael, supernatural, creatures"
tt0441059,Kaamelott,-1,43.003316402037896,11.366322,8.608583,-1,
tt1178522,Little Dorrit,-1,41.23254443815622,14.963813,9.945434,-1,
tt0423651,Fingersmith,4,41.86306060120973,15.863902,10.040181,1,"murder, secrets, young, town, accused"
tt0780362,Jane Eyre,-1,41.62568608426693,14.035382,8.935093,-1,
tt0835434,In Treatment,-1,41.80276404401012,14.8864155,8.734554,-1,
tt0974077,Cranford,-1,44.59924786288882,14.109653,8.90165,-1,
tt1094229,Heartland,0,41.319754756224015,15.499731,8.427936,3,"family, school, love, job, young"
tt1135300,Dollhouse,1,42.508435416863904,10.458624,8.976766,2,"time, mysterious, human, secret, discover"
tt0472027,John Adams,-1,49.03898788167807,13.879115,9.832543,-1,
tt1870479,The Newsroom,-1,51.094661083546015,13.937467,8.53948,-1,
tt0374463,The Pacific,5,47.08403908860664,12.785319,9.853221,0,"war, political, world war, agent, war ii"
tt0995832,Generation Kill,5,49.68074204997392,12.898435,9.8883,0,"war, political, world war, agent, war ii"
tt1299368,Southland,3,47.01276609675305,15.248078,11.841853,1,"police, cases, detective, serial, dexter"
tt1279972,Treme,8,44.42916937775704,15.382785,9.883573,1,"family, relu, underworld, mafia, boss"
tt1190689,Nurse Jackie,9,43.90044657857929,14.729513,7.9452024,3,"doctor, hospital, medicine, staff, medical"
tt1366312,Emma,0,42.46479477247534,15.630497,8.796105,3,"family, school, love, job, young"
tt1405406,The Vampire Diaries,11,53.91642669796914,11.305447,8.138556,2,"vampire, reality, michael, supernatural, creatures"
tt1280822,Drop Dead Diva,0,41.92347054859263,16.29283,8.412872,3,"family, school, love, job, young"
tt1475582,Sherlock,3,62.74193052079651,15.422235,11.590735,1,"police, cases, detective, serial, dexter"
tt1442109,Life Unexpected,6,40.52014679495236,14.856881,8.756064,3,"school, love, young, old, lena"
tt1358522,White Collar,3,53.71262252787103,14.874516,11.739422,1,"police, cases, detective, serial, dexter"
tt1416765,Parenthood,-1,45.77517464910317,14.4141245,8.652158,-1,
tt1255913,Bored to Death,0,43.60000801488624,16.355474,9.37821,3,"family, school, love, job, young"
tt1548850,Misfits,1,46.78945331180735,10.376191,8.583707,2,"time, mysterious, human, secret, discover"
tt1578873,Pretty Little Liars,4,42.51302029722168,16.000572,10.04176,1,"murder, secrets, young, town, accused"
tt1593584,Solsidan,0,41.97548376055651,15.485329,8.005445,3,"family, school, love, job, young"
tt1299365,How to Make It in America,0,41.30157152217525,16.643593,8.049287,3,"family, school, love, job, young"
tt0826760,The Killing,3,40.32086395109818,15.868968,11.305672,1,"police, cases, detective, serial, dexter"
tt1534360,Ezel,-1,51.174723668482656,13.356457,10.955704,-1,
tt1592154,Nikita,2,46.68725288253013,12.504649,10.875422,1,"love, mafia, spy, criminal, young"
tt1551632,Rizzoli & Isles,3,43.338481418987016,15.693498,11.965979,1,"police, cases, detective, serial, dexter"
tt1492966,Louie,0,51.77342589757868,15.994376,7.899634,3,"family, school, love, job, young"
tt1582457,The Borgias,10,45.7190379428972,13.665648,10.792531,0,"century, süleyman, king, epic, war"
tt1453159,The Pillars of the Earth,10,41.64434885523271,12.588306,9.250143,0,"century, süleyman, king, epic, war"
tt1625724,Love/Hate,7,44.416440624782496,14.613994,10.877419,1,"drug, crime, mob, based, look"
tt1600199,Franklin & Bash,0,40.69029840263599,16.678719,8.34141,3,"family, school, love, job, young"
tt1493239,Terriers,3,41.16548935819305,15.275379,11.862626,1,"police, cases, detective, serial, dexter"
tt1606375,Downton Abbey,-1,57.48026258528679,13.984229,8.770677,-1,
tt1685471,This Is England '86,0,46.34838548931052,16.085434,7.119813,3,"family, school, love, job, young"
tt1586680,Shameless,0,47.72702096722477,15.867007,8.35447,3,"family, school, love, job, young"
tt1637727,The Killing,-1,47.681464559110736,15.87916,11.283906,-1,
tt1567432,Teen Wolf,11,50.77670523640684,11.246401,8.211505,2,"vampire, reality, michael, supernatural, creatures"
tt1848220,Magnificent Century,10,41.86318960008587,12.262298,9.679583,0,"century, süleyman, king, epic, war"
tt1758772,Switched at Birth,6,41.36159963576389,14.833298,8.785133,3,"school, love, young, old, lena"
tt1632701,Suits,-1,50.16349492359756,15.100065,10.804225,-1,
tt2357547,Marvel's Jessica Jones,1,41.17135235808927,10.443757,8.149291,2,"time, mysterious, human, secret, discover"
tt1833285,Boss,5,44.65929344091845,13.497684,10.069176,0,"war, political, world war, agent, war ii"
tt1795096,Behzat Ç.: An Ankara Policeman,5,51.92619901219645,13.315246,10.176719,0,"war, political, world war, agent, war ii"
tt1693592,Vera,3,40.32163457109634,15.629065,11.82503,1,"police, cases, detective, serial, dexter"
tt1843230,Once Upon a Time,1,45.55830472778768,10.710783,8.454669,2,"time, mysterious, human, secret, discover"
tt1832979,Hart of Dixie,9,46.65634839411401,14.69771,8.044662,3,"doctor, hospital, medicine, staff, medical"
tt1830617,Grimm,-1,49.43678284355057,15.018575,11.996801,-1,
tt1837642,Revenge,-1,42.86469312776416,15.628291,9.946603,-1,
tt1839683,Awake,11,40.50259836692,10.300019,7.87638,2,"vampire, reality, michael, supernatural, creatures"
tt1703925,Wilfred,0,47.42999329462102,16.144281,8.085895,3,"family, school, love, job, young"
tt1778108,The Hour,5,40.391023236576345,13.152888,9.840926,0,"war, political, world war, agent, war ii"
tt1983079,Call the Midwife,-1,48.03482957123844,14.155167,8.835374,-1,
tt1663676,Awkward.,0,41.39308694061371,15.157696,7.481399,3,"family, school, love, job, young"
tt1784141,Time Goes By,5,40.86000260346109,13.540526,9.475302,0,"war, political, world war, agent, war ii"
tt2243973,Hannibal,3,59.19220762742543,14.915494,11.721878,1,"police, cases, detective, serial, dexter"
tt1242773,Crime novel - The series,2,43.15593791161494,13.126227,11.357353,1,"love, mafia, spy, criminal, young"
tt1321865,Carlos,5,40.740279880125925,13.4148035,9.972421,0,"war, political, world war, agent, war ii"
tt2017109,Banshee,4,55.386175689550285,16.097475,10.757265,1,"murder, secrets, young, town, accused"
tt1830379,Top Boy,7,50.68353475329593,14.470747,10.685757,1,"drug, crime, mob, based, look"
tt2085059,Black Mirror,-1,51.22366322246956,11.649224,8.565266,-1,
tt2050064,North South,2,41.57457327798669,11.927655,10.668057,1,"love, mafia, spy, criminal, young"
tt2126154,This Is England '88,0,44.60814542362388,15.40328,7.361268,3,"family, school, love, job, young"
tt1958961,Lilyhammer,8,45.38376021168944,15.062939,10.516631,1,"family, relu, underworld, mafia, boss"
tt1526318,Borgen,-1,48.64059930062018,13.525603,8.189882,-1,
tt1954347,Continuum,1,42.957458532081226,9.747241,7.9386992,2,"time, mysterious, human, secret, discover"
tt1988386,Miss Fisher's Murder Mysteries,3,46.05604856437159,15.613447,11.878798,1,"police, cases, detective, serial, dexter"
tt1909015,Undercover,2,47.99972878979927,12.891634,11.153578,1,"love, mafia, spy, criminal, young"
tt1836037,Longmire,-1,43.8859514227124,13.218583,12.379626,-1,
tt2303687,Line of Duty,-1,49.66503307016676,14.922744,11.604457,-1,
tt2306299,Vikings,10,49.90351746006533,12.008065,9.35354,0,"century, süleyman, king, epic, war"
tt2226342,Devious Maids,4,43.19494697114994,15.89044,9.950531,1,"murder, secrets, young, town, accused"
tt2701582,Endeavour,3,48.309172680038046,15.514734,11.558539,1,"police, cases, detective, serial, dexter"
tt2193041,Beauty and the Beast,-1,40.21177743975272,15.830697,11.811578,-1,
tt2528254,This Is England '90,-1,43.32610400451332,15.743141,7.72975,-1,
tt2433738,Wentworth,-1,49.64126042271642,14.879896,11.023469,-1,
tt2300923,Go On,0,43.29077925624594,15.926566,7.9534764,3,"family, school, love, job, young"
tt1733785,The Bridge,4,54.64872756712491,16.162403,11.056064,1,"murder, secrets, young, town, accused"
tt2930610,The Kitchen,0,44.26849281787305,16.521624,7.407531,3,"family, school, love, job, young"
tt1442449,Spartacus,7,58.28083658689756,13.866203,10.749011,1,"drug, crime, mob, based, look"
tt2384811,Utopia,1,48.20118618201376,10.541514,8.02887,2,"time, mysterious, human, secret, discover"
tt2149175,The Americans,5,51.29993382050589,13.312821,9.827341,0,"war, political, world war, agent, war ii"
tt2356777,True Detective,-1,53.2340049787104,15.393931,11.438197,-1,
tt2480514,In the Flesh,-1,42.91296151526667,10.252405,8.414759,-1,
tt2188671,Bates Motel,4,53.66315181417307,15.639577,10.944137,1,"murder, secrets, young, town, accused"
tt1883092,Generation War,5,47.78906677844778,13.127692,9.607156,0,"war, political, world war, agent, war ii"
tt2262532,The Fosters,6,41.01097533039224,14.954287,8.910181,3,"school, love, young, old, lena"
tt2632424,The Originals,11,53.52745187928358,11.26498,8.257292,2,"vampire, reality, michael, supernatural, creatures"
tt2396135,Shetland,3,41.75547416391995,15.537753,11.66994,1,"police, cases, detective, serial, dexter"
tt2183641,Ripper Street,3,46.54261413381165,15.269548,11.536812,1,"police, cases, detective, serial, dexter"
tt1882928,Midnight Diner,0,41.54231227868672,16.046406,7.8657427,3,"family, school, love, job, young"
tt3865236,Into the Badlands,-1,43.10138963211346,11.460518,9.970943,-1,
tt2164430,A Young Doctor's Notebook,9,42.514251616701145,14.758825,8.128506,3,"doctor, hospital, medicine, staff, medical"
tt2375692,Black Sails,2,53.16974708207185,12.438611,11.0982895,1,"love, mafia, spy, criminal, young"
tt2006421,Grand Hotel,4,44.19488581527988,15.886264,10.402499,1,"murder, secrets, young, town, accused"
tt2661044,The 100,1,42.55576658968402,9.889014,8.085591,2,"time, mysterious, human, secret, discover"
tt2294189,The Fall,3,41.1016022863853,15.247357,11.648183,1,"police, cases, detective, serial, dexter"
tt2660806,Mom,0,42.59467045505568,15.728915,7.8151717,3,"family, school, love, job, young"
tt2654580,Almost Human,-1,44.54744980046217,12.682419,11.451074,-1,
tt1973692,Rita,0,41.34088248768194,15.420955,7.0125527,3,"family, school, love, job, young"
tt2399776,Don't Ever Wipe Tears Without Gloves,-1,40.37516695397268,14.815151,7.366439,-1,
tt2290891,El Kebeer Awi,0,42.754327997048826,15.987841,7.6012564,3,"family, school, love, job, young"
tt2699128,The Leftovers,1,47.3314453863917,10.017432,8.019326,2,"time, mysterious, human, secret, discover"
tt3281796,Power,8,41.74431385778495,14.820542,10.241109,1,"family, relu, underworld, mafia, boss"
tt2628232,Penny Dreadful,11,52.753070854727234,11.334704,8.366076,2,"vampire, reality, michael, supernatural, creatures"
tt3069894,Shtisel,-1,44.18980512719792,14.284719,9.332762,-1,
tt2234222,Orphan Black,1,53.03351492811863,10.738277,7.751724,2,"time, mysterious, human, secret, discover"
tt3006802,Outlander,-1,51.58249068969452,10.84278,8.029657,-1,
tt2372220,The White Queen,10,41.30923958031448,12.645879,8.952512,0,"century, süleyman, king, epic, war"
tt0436992,Doctor Who,1,42.73076095652276,9.697494,7.894442,2,"time, mysterious, human, secret, discover"
tt2543328,TURN: Washington's Spies,5,45.33447230340508,13.03969,9.783598,0,"war, political, world war, agent, war ii"
tt2296682,Dracula,11,42.24135935965065,11.210777,8.161439,2,"vampire, reality, michael, supernatural, creatures"
tt2137109,Masters of Sex,-1,43.29544804593258,13.857478,8.451886,-1,
tt2275990,The Bletchley Circle,3,41.26066172365776,15.402999,11.937886,1,"police, cases, detective, serial, dexter"
tt2543312,Halt and Catch Fire,-1,46.94985020087511,10.614905,7.3488474,-1,
tt3032476,Better Call Saul,-1,61.67894032937555,14.935047,11.088274,-1,
tt2442560,Peaky Blinders,7,58.959976051000176,14.449626,10.667793,1,"drug, crime, mob, based, look"
tt3502248,Bosch,3,53.90706238597146,15.704478,11.365199,1,"police, cases, detective, serial, dexter"
tt2407574,My Mad Fat Diary,-1,46.916690613190696,14.969098,7.805978,-1,
tt2802850,Fargo,-1,53.43711839218997,11.772738,8.586257,-1,
tt2616280,Derek,9,50.96564022229547,14.88297,8.030733,3,"doctor, hospital, medicine, staff, medical"
tt2189461,Marco Polo,10,48.99023781496209,12.014615,9.886363,0,"century, süleyman, king, epic, war"
tt3749900,Gotham,-1,49.6409804811589,14.9906845,11.947871,-1,
tt2044128,Bref,0,42.43643439436504,16.31678,8.07625,3,"family, school, love, job, young"
tt3487382,Forever,-1,48.58975063945128,15.796241,11.823076,-1,
tt3489184,Constantine,-1,40.81285787092853,10.922685,9.477619,-1,
tt2578560,Broad City,-1,43.79006601636485,15.772084,8.337763,-1,
tt3501584,iZombie,-1,47.28222213542138,10.349125,8.187182,-1,
tt3148266,12 Monkeys,1,47.33258129891264,9.749144,7.8500423,2,"time, mysterious, human, secret, discover"
tt3469052,My Love From Another Star,1,46.01594986163708,9.720856,7.9110565,2,"time, mysterious, human, secret, discover"
tt2937900,The Knick,9,51.27389559694845,14.586757,8.181906,3,"doctor, hospital, medicine, staff, medical"
tt3205802,How to Get Away with Murder,-1,47.439852168762044,15.516505,10.591133,-1,
tt2049116,Gomorrah,7,50.732484712629,13.971586,10.979433,1,"drug, crime, mob, based, look"
tt3228420,You're the Worst,0,43.40226618851977,15.904824,7.3811827,3,"family, school, love, job, young"
tt3428912,Happy Valley,3,53.98291189370424,15.896331,11.716447,1,"police, cases, detective, serial, dexter"
tt2155025,Please Like Me,0,42.72264094929341,15.360975,7.3514676,3,"family, school, love, job, young"
tt3566726,Jane the Virgin,0,43.58875691208022,15.596338,7.84878,3,"family, school, love, job, young"
tt4201628,Pinocchio,-1,42.01013384809636,13.276039,7.849126,-1,
tt2431438,Sense8,1,50.63424159422604,10.155779,7.7898645,2,"time, mysterious, human, secret, discover"
tt4284216,Healer,2,44.90678030404792,12.203431,11.205823,1,"love, mafia, spy, criminal, young"
tt3556920,Wolf Hall,10,41.38138717085038,12.621644,8.9967,0,"century, süleyman, king, epic, war"
tt3502172,Mozart in the Jungle,-1,41.026218175192085,15.596902,9.518912,-1,
tt2674806,Inside No. 9,-1,48.073366659090574,11.694551,8.5066595,-1,
tt3150586,Medcezir,-1,47.64327583447895,13.669326,11.038206,-1,
tt3069212,Street Fighter: Assassin's Fist,-1,40.26159247135536,11.40824,10.068141,-1,
